@relation test

@attribute RAIN numeric
@attribute T.MAX numeric
@attribute T.MIN numeric
@attribute T.MIN.G numeric
@attribute WIND numeric

@data
-0.318883,-1.190347,-0.002619,-0.136077,5.83
1.020994,-1.405242,-0.070914,-0.062196,10.63
-0.467758,-1.598647,-0.275798,0.307209,6.71
-0.467758,-1.4912,-1.322984,-1.225823,2.29
-0.170008,-0.545662,-1.300219,-0.98571,7.5
-0.467758,-0.803536,-0.048149,0.000603,12.04
0.30143,-1.147368,-2.028696,-1.946164,1.96
-0.442946,-1.792053,-1.687222,-0.911829,10.29
5.437624,-1.534179,-1.732752,-1.576758,4.5
2.46012,-1.405242,-1.687222,-0.505483,20.88
0.698431,-1.4912,-0.321328,0.288739,17.37
0.10293,-0.588641,-1.231924,-0.727126,6.87
-0.318883,-0.545662,-1.140864,-0.209958,7.5
0.375868,-0.201831,-1.869341,-1.68758,9.42
-0.021133,-0.502683,-0.366858,0.418031,24.62
0.00368,-0.717578,-0.435152,-0.413131,9.25
9.630941,-1.46971,-0.662801,-0.782537,9.42
-0.467758,-1.46971,-0.731096,-0.35772,9.59
-0.467758,-2.264821,-1.596162,-1.521348,7.83
-0.467758,-2.114395,-1.687222,-1.798402,9.87
-0.467758,-2.32929,-1.687222,-1.336645,10.46
-0.467758,-1.963969,-1.914871,-1.890753,10.83
-0.343695,-1.813542,-1.709987,-1.68758,7.58
-0.467758,-1.598647,-1.687222,-1.133472,6.83
-0.467758,-1.448221,-1.664457,-1.70605,8.5
-0.418133,-1.039921,-0.457917,-0.043726,7.75
-0.467758,-1.168858,-0.548977,-0.782537,7.96
-0.418133,-1.06141,-0.435152,-0.597834,11.25
-0.467758,-1.985458,-1.596162,-1.318175,7.67
2.211995,-1.878011,-2.825467,-2.500272,10.63
2.956371,-1.448221,-1.459573,-0.32078,13.46
-0.467758,-1.405242,-0.548977,-0.043726,8.38
-0.021133,-1.039921,-1.459573,0.000603,14.92
-0.219633,-1.276305,-0.321328,0.233328,12.04
0.772868,-1.190347,-1.573397,-1.096531,4.42
1.368369,-1.06141,-0.89045,0.000603,10.29
0.450305,-1.147368,0.202265,0.196388,3
-0.39332,-1.577158,-0.230268,-0.283839,6
1.690932,-1.362263,-1.641692,-1.613699,4.12
1.467619,-1.706095,-1.641692,-1.151942,17.29
2.881933,-1.233326,-2.028696,-1.890753,14.04
-0.418133,-1.254815,-1.186394,-0.98571,17.12
0.896931,-1.211837,-1.004275,-0.967239,8.42
1.492432,-0.094383,-1.573397,-1.410526,12.54
1.591682,0.013064,0.247795,0.935199,5.04
-0.467758,-0.760557,0.589268,0.658145,3.42
-0.442946,-0.309278,0.065675,-0.376191,3.42
-0.467758,0.120512,0.384384,0.510382,8.92
-0.467758,-0.330767,0.520973,-0.653245,14.09
-0.244445,-0.588641,0.725858,0.418031,12.33
-0.467758,-0.63162,0.13397,-0.099137,12.46
-0.29407,-1.276305,-0.207503,-0.35772,5.13
-0.418133,-0.889494,-0.526212,-0.283839,9.92
-0.368508,-0.825026,-0.230268,0.140977,19.55
-0.467758,-1.405242,-1.004275,-0.782537,12.29
0.450305,-1.620137,-1.140864,-1.059591,15.29
-0.045945,-2.544185,-1.687222,-1.521348,11.5
-0.418133,-2.243332,-1.687222,-1.835342,8.92
-0.467758,-1.0829,-1.573397,-1.151942,6.75
0.896931,-0.953963,-1.322984,-1.207353,10.79
0.028493,-1.684605,-0.958745,-0.616304,17.5
-0.467758,-2.866527,-1.573397,-1.059591,16.08
-0.467758,-2.32929,-2.597818,-2.075456,11.71
-0.467758,-2.178864,-2.370169,-2.038515,9.67
-0.244445,-0.953963,-2.256345,-1.133472,8.67
-0.145195,-0.932473,-0.913215,0.000603,17.58
0.177368,-1.555668,-1.254689,-1.04112,12.17
0.152555,-2.178864,-1.801046,-1.890753,8.08
-0.39332,-2.264821,-2.438464,-1.68758,7.08
-0.170008,-2.221842,-3.144176,-2.888148,6.34
-0.467758,-2.479716,-2.825467,-1.816872,4.58
-0.467758,-2.32929,-3.508414,-2.943559,4.08
-0.442946,-2.221842,-3.053116,-2.574153,10.88
-0.418133,-2.178864,-2.643348,0.000603,27.71
1.393182,-2.221842,-1.140864,0.000603,21.67
1.616494,-1.963969,-1.231924,0.000603,14.29
2.509745,-1.319284,-0.958745,-0.209958,17.21
0.152555,-1.276305,-0.548977,-0.542423,8.25
-0.318883,-1.727584,-0.366858,-0.32078,5.91
-0.418133,-1.534179,-0.435152,0.159447,1.08
-0.467758,-1.749074,-0.571742,-0.265369,4.92
-0.442946,-1.963969,-0.822156,-0.33925,6.38
-0.467758,-1.749074,-0.958745,-1.244293,12.46
-0.467758,-1.684605,-0.776626,-0.505483,8.67
-0.467758,-1.856521,-0.662801,-0.468542,7.62
-0.467758,-1.448221,-1.277454,-0.874888,6.83
-0.467758,-1.512689,-1.778282,-2.075456,11.21
-0.467758,-1.362263,-0.913215,-1.078061,7.17
-0.467758,-1.06141,-2.529523,-2.740386,2.62
-0.467758,-1.0829,-2.370169,-2.444861,1.08
-0.467758,-0.760557,-2.210815,-2.444861,7.96
-0.467758,-1.4912,-1.823811,-2.075456,9
-0.269258,-1.4912,-0.435152,-0.32078,3.92
1.393182,-1.405242,-0.594507,-0.136077,8.5
1.145056,-1.577158,-0.662801,-0.043726,11.58
-0.467758,-1.706095,-0.753861,-0.043726,15.34
-0.467758,-1.46971,-0.799391,-0.099137,5.33
-0.467758,-1.233326,-0.571742,0.140977,5.75
1.095431,-1.8995,-0.548977,0.140977,16.17
3.899247,-1.8995,-0.98151,-0.413131,15
2.013495,-1.684605,-0.731096,-0.136077,14.67
-0.318883,-1.211837,-0.640037,0.048626,7.33
-0.244445,-0.567152,-0.457917,0.270269,4.08
-0.467758,-1.039921,-0.435152,-0.690185,9.5
-0.467758,-1.405242,-0.731096,-0.468542,14.92
-0.467758,-2.135885,-1.049805,-0.579364,9.75
-0.467758,-1.512689,-1.345748,-0.505483,7.04
-0.467758,-1.233326,-1.459573,-1.650639,6.5
-0.467758,-1.4912,-1.960401,-2.167807,5.37
-0.467758,-1.792053,-0.913215,-0.690185,5.33
-0.467758,-0.825026,-2.256345,-2.426391,10.54
0.499931,-0.287789,-0.366858,0.030155,13.17
0.053305,-0.287789,0.520973,0.658145,14.54
-0.269258,-0.330767,0.270559,0.048626,18.5
-0.467758,-0.825026,-1.186394,-0.967239,9.42
-0.467758,-0.803536,-1.914871,-1.761461,5.46
-0.467758,-0.459704,-1.049805,-1.207353,4.96
-0.467758,-0.158852,-1.914871,-1.983104,3.42
-0.467758,-0.545662,-1.641692,-1.761461,7.87
-0.467758,-0.502683,-0.321328,-0.505483,13.75
-0.467758,-0.180341,-0.594507,-1.096531,6.38
-0.418133,1.130518,-1.118099,-1.02265,5.04
-0.070758,-0.072894,0.361619,-0.025255,14.37
3.005996,0.485833,0.589268,0.34415,9.59
0.40068,0.507323,-0.093679,0.159447,17.62
-0.219633,-0.610131,-0.776626,-0.32078,19.04
0.053305,-0.395236,-0.89045,-0.782537,9.96
0.251805,0.292428,-0.503447,-0.801007,14.5
-0.467758,-0.266299,0.498209,1.249193,17.16
-0.467758,-0.180341,-0.548977,-0.32078,9.87
-0.467758,-0.588641,-0.753861,-0.653245,3.71
-0.467758,-0.266299,-1.004275,-0.874888,8.67
-0.467758,-0.889494,0.065675,0.32568,6.92
0.028493,-0.481194,-1.186394,-1.00418,7.41
3.130059,-1.018431,-0.207503,0.510382,12.83
-0.467758,-1.039921,-0.685566,-0.523953,12.71
1.641307,0.227959,-0.366858,0.000603,8.67
0.028493,0.099022,0.22503,0.233328,9.25
-0.318883,0.313917,0.316089,0.602734,14.29
1.194681,0.034554,-0.139209,-0.32078,4.17
-0.219633,-0.63162,-0.435152,-0.173018,10.25
-0.467758,-0.63162,-0.93598,-0.616304,6.17
-0.467758,-0.65311,-1.004275,-1.059591,4.71
-0.467758,-0.266299,-0.435152,-0.616304,3.33
-0.467758,-0.502683,-0.435152,-0.505483,4.08
3.005996,-0.717578,0.22503,-0.062196,11.38
0.574368,-0.330767,0.08844,0.676615,5.71
-0.467758,-0.115873,0.247795,0.750496,4.08
1.467619,0.056043,0.293324,-0.690185,2.83
0.10293,-0.932473,0.22503,0.768966,2.04
1.616494,0.000171,-0.000343,0.000603,4.71
0.276618,0.61477,-0.161974,-0.043726,6.87
1.020994,0.507323,0.361619,0.436501,9.42
0.847306,1.345413,0.612033,0.658145,8.58
0.152555,0.000171,-0.000343,0.000603,2.29
-0.467758,0.000171,-0.000343,0.000603,5.66
1.145056,0.000171,-0.000343,0.000603,5.46
0.499931,0.872644,0.771387,0.787437,7.54
0.10293,0.227959,0.13397,-0.32078,4.21
-0.318883,0.743707,0.13397,0.011685,10.29
-0.269258,0.571791,0.361619,0.510382,6.71
-0.467758,-0.029915,-0.435152,-0.283839,12.46
-0.467758,-0.373746,-0.98151,-1.078061,3.92
-0.09557,-0.115873,0.020146,-0.32078,1.96
-0.467758,0.679238,0.589268,0.140977,4.17
-0.368508,0.142001,-0.184739,-0.653245,3.25
0.723243,0.399875,0.680328,0.842847,7.96
-0.120383,0.550302,0.839682,1.156842,9.96
3.998497,0.571791,0.771387,0.787437,7.12
0.574368,0.142001,0.08844,0.602734,5.17
-0.368508,0.000171,-0.000343,0.000603,7.62
0.276618,0.442854,0.498209,0.713555,6.79
1.616494,-0.180341,0.520973,0.528853,8.29
-0.244445,0.000171,-0.000343,0.000603,8.42
-0.467758,0.679238,0.04291,0.34415,6.63
-0.442946,0.679238,-0.366858,-0.099137,4.71
-0.29407,0.743707,0.589268,0.602734,9.62
0.226993,0.872644,1.317745,1.637069,8.58
-0.467758,0.056043,-0.093679,0.159447,3.42
-0.467758,0.099022,-0.731096,-0.505483,2.96
-0.467758,0.571791,-0.776626,-0.173018,0.21
-0.467758,0.636259,0.475444,1.064491,4.42
-0.467758,1.087539,0.156735,0.104036,2.88
-0.467758,1.130518,0.407149,0.491912,3.75
-0.467758,1.388392,1.044566,1.526248,6.5
-0.467758,1.323923,0.407149,0.307209,3.29
-0.467758,1.603286,0.498209,0.454972,2.92
-0.467758,1.388392,1.135626,1.064491,3.79
-0.467758,0.894133,1.499864,1.618599,4.63
0.648806,0.894133,1.454334,1.341545,10.46
0.872118,0.980091,1.20392,1.415426,10.37
-0.39332,1.109028,1.112861,1.064491,11.29
1.070619,0.765196,0.953507,0.935199,8.29
2.733058,0.550302,0.930742,1.101431,13.42
-0.467758,0.593281,0.907977,1.175312,11.04
-0.219633,0.765196,-0.093679,-0.450072,9.38
5.536874,0.507323,0.794152,0.565793,4.17
-0.09557,0.313917,0.270559,-0.043726,3.63
-0.467758,1.345413,0.270559,0.048626,7
-0.145195,1.689244,0.407149,0.233328,5.71
0.40068,1.689244,1.477099,1.378485,9.83
-0.467758,1.087539,0.452679,0.140977,9.54
-0.467758,1.001581,0.452679,0.196388,5.37
-0.467758,1.431371,1.090096,0.639674,5.96
-0.467758,1.646265,1.158391,0.898258,6.25
-0.467758,1.732223,2.228341,1.969534,7.92
-0.442946,1.345413,1.727513,1.655539,6
-0.467758,1.173497,0.475444,0.270269,4.21
-0.467758,1.259455,0.862447,0.639674,12.96
-0.467758,0.786686,0.816917,0.048626,9.17
-0.343695,0.851154,0.816917,0.510382,7.08
0.30143,0.743707,0.361619,0.418031,12.21
-0.318883,0.894133,0.338854,0.32568,8.17
-0.467758,1.130518,0.338854,0.879788,7.62
-0.467758,2.376908,1.408805,1.563188,12.38
-0.467758,2.140524,1.818573,1.895653,13.92
-0.467758,1.86116,1.818573,1.895653,8.92
-0.467758,1.45286,1.636454,1.600129,6.67
-0.467758,2.076055,1.681983,1.747891,2.42
-0.467758,1.904139,1.226685,0.750496,3.71
-0.467758,1.775202,2.046222,1.563188,9
-0.467758,1.173497,0.953507,0.750496,7.87
-0.219633,1.345413,1.38604,0.787437,12.25
-0.467758,2.140524,1.38604,0.000603,16.25
-0.467758,1.732223,2.41046,2.154237,9.59
-0.467758,2.72074,2.182811,1.526248,8
-0.318883,2.076055,2.638109,2.265058,10.71
-0.39332,1.538818,1.727513,1.895653,3.5
-0.467758,1.345413,1.272215,1.452366,2.71
5.437624,1.968608,0.771387,0.196388,7.96
-0.219633,1.388392,1.613689,1.803302,1.5
-0.467758,1.495839,0.999036,0.750496,4.71
0.698431,0.636259,1.613689,1.526248,3.42
-0.467758,1.152007,0.452679,0.473442,8.42
-0.467758,1.495839,0.361619,-0.136077,7.21
-0.467758,1.732223,1.613689,1.212253,7.04
1.219494,1.259455,1.681983,0.000603,2.5
-0.467758,1.388392,1.431569,0.000603,6.63
-0.467758,1.388392,0.020146,0.000603,8
-0.467758,1.947118,0.452679,0.000603,9.59
-0.467758,1.538818,0.316089,0.000603,7.12
-0.467758,1.323923,-0.503447,0.000603,5.63
-0.467758,1.990097,0.475444,0.000603,8.21
0.028493,2.505845,1.272215,0.000603,5.58
-0.467758,1.689244,0.771387,0.000603,1.54
-0.467758,1.431371,0.13397,0.000603,5.5
0.078118,1.366902,0.862447,0.000603,6.17
2.286433,0.550302,0.1795,0.000603,7.21
-0.467758,0.894133,0.589268,0.000603,2.79
-0.467758,0.894133,0.475444,0.000603,2.42
-0.467758,1.259455,0.361619,0.000603,0.71
-0.467758,1.388392,0.634798,0.000603,3.5
-0.467758,1.968608,-0.207503,0.000603,3.96
-0.467758,1.86116,1.24945,0.000603,4.92
-0.442946,1.366902,0.429914,0.000603,10.08
0.971369,1.001581,0.020146,0.000603,13.59
-0.467758,1.259455,-0.002619,0.000603,10.21
0.20218,0.550302,-0.412388,0.000603,10.79
-0.467758,1.02307,-0.389623,0.000603,9.54
0.748056,0.593281,-0.89045,0.000603,7.87
-0.170008,1.04456,0.13397,0.000603,12.17
-0.467758,1.216476,0.361619,0.000603,15.79
-0.467758,1.130518,0.22503,0.000603,13
0.028493,0.593281,0.384384,0.000603,8.92
-0.467758,1.323923,-0.753861,0.000603,5.91
-0.467758,1.345413,-0.548977,0.000603,5.21
-0.467758,0.743707,0.407149,0.000603,4.12
-0.467758,0.356896,-0.867686,0.000603,6.34
-0.467758,1.04456,-0.548977,0.000603,2.08
-0.467758,0.958602,-0.958745,0.000603,3.83
-0.467758,0.743707,-0.275798,0.000603,3.5
-0.467758,0.894133,0.543738,0.000603,4.92
-0.467758,0.571791,0.429914,0.000603,2.17
-0.467758,1.001581,-0.844921,0.000603,2.42
-0.467758,1.109028,0.589268,0.000603,4
6.454937,1.538818,-0.435152,0.000603,10.04
1.293931,0.571791,0.22503,0.000603,5.25
-0.442946,0.356896,0.065675,0.000603,6.83
-0.467758,1.001581,-1.436808,0.000603,1.92
-0.467758,0.679238,-0.344093,0.000603,3.25
-0.09557,0.249449,-0.230268,0.000603,9.21
-0.269258,0.442854,0.407149,0.000603,6.92
-0.418133,0.313917,0.498209,0.000603,7.71
-0.269258,0.657749,0.452679,0.000603,3.75
-0.467758,1.216476,-0.139209,0.000603,3.79
-0.467758,0.915623,-0.822156,0.000603,3.54
0.20218,1.001581,-0.867686,0.000603,10.5
-0.219633,1.689244,0.725858,0.000603,16.17
-0.368508,0.937112,-0.731096,0.000603,7.38
-0.467758,1.732223,-0.89045,0.000603,10.37
-0.467758,1.216476,0.930742,0.000603,10.13
-0.467758,0.872644,-1.186394,0.000603,9.96
0.028493,0.829665,0.13397,0.000603,17.12
-0.467758,0.464344,-0.93598,0.000603,6.46
-0.19482,0.679238,-0.548977,0.000603,16.92
-0.467758,0.142001,-2.14252,0.000603,5.75
-0.442946,0.163491,-0.93598,0.000603,11.38
-0.318883,0.442854,-0.000343,0.000603,7.33
-0.021133,0.958602,-0.000343,0.000603,16.42
-0.467758,0.593281,-0.000343,0.000603,7.38
-0.467758,1.109028,-0.000343,0.000603,8.08
-0.368508,0.894133,-0.000343,0.000603,7.25
-0.29407,0.872644,-0.000343,0.000603,8.04
-0.418133,0.872644,-0.000343,0.000603,10.79
-0.467758,1.689244,-0.000343,0.000603,14
-0.467758,1.47435,-0.000343,0.000603,4.25
-0.467758,1.538818,-0.000343,0.000603,1.17
-0.467758,0.958602,-0.000343,0.000603,3.58
-0.418133,0.61477,-0.000343,0.000603,10.63
0.475118,1.130518,-0.000343,0.000603,11.92
-0.467758,0.765196,-0.000343,0.000603,11.5
-0.467758,1.066049,-0.000343,0.000603,16.13
-0.467758,1.001581,-0.000343,0.000603,9.87
-0.467758,0.700728,-0.000343,0.000603,14.37
-0.467758,0.700728,-0.000343,0.000603,4.33
-0.442946,0.679238,-0.000343,0.000603,1.04
-0.467758,-0.158852,-0.000343,0.000603,1.38
-0.467758,0.292428,-0.000343,0.000603,1.5
-0.318883,0.593281,-0.000343,0.000603,3.33
-0.145195,0.593281,-0.000343,0.000603,13.88
-0.045945,0.356896,-0.000343,0.000603,13.42
-0.39332,0.550302,0.475444,0.000603,12.54
-0.467758,0.657749,1.795808,0.000603,9.29
-0.467758,0.464344,1.363275,0.000603,4.04
-0.442946,0.571791,1.38604,0.000603,8.25
-0.467758,-0.330767,-0.662801,0.000603,7.46
-0.467758,-0.029915,-0.321328,0.000603,11.58
-0.467758,-0.201831,0.22503,0.000603,8.25
-0.467758,0.485833,0.407149,-0.468542,13.37
2.013495,0.894133,1.272215,1.526248,19.41
4.61881,-0.825026,0.589268,0.972139,4.75
-0.442946,-1.276305,-0.867686,-0.819477,10
-0.467758,-0.717578,-1.505103,-1.983104,9.67
-0.467758,-0.115873,-1.345748,-1.798402,2.88
-0.170008,-0.717578,-1.801046,-2.167807,11.29
0.276618,-1.06141,-1.596162,-0.653245,18.16
0.673618,-1.362263,-0.457917,-0.690185,10.71
0.475118,-0.975452,-0.867686,-0.782537,12.87
3.254121,-1.577158,-0.207503,-0.413131,5.79
-0.467758,-1.684605,-1.459573,-1.428996,7.04
-0.467758,-1.512689,-1.368513,-1.595229,5.41
-0.170008,-2.092906,-2.05146,-2.297099,4.29
-0.29407,-1.448221,-1.687222,-1.299704,9.79
-0.269258,-1.46971,-1.482338,-1.724521,11.96
-0.467758,-0.975452,-1.641692,-1.70605,10.25
-0.467758,-0.158852,-1.459573,-0.727126,16.25
-0.269258,-0.24481,0.475444,0.639674,19.25
-0.418133,-0.932473,-0.457917,-0.579364,11.96
3.353371,-1.362263,-0.776626,-0.634774,2.96
-0.467758,-1.06141,-1.550633,-1.355115,2.58
-0.467758,-1.06141,-1.049805,-0.874888,14.96
-0.19482,-1.534179,-1.482338,-1.336645,8.92
-0.467758,-1.577158,-1.573397,-1.70605,9.5
-0.39332,-1.577158,-2.05146,-2.444861,8.21
-0.343695,-1.147368,-1.687222,-0.727126,13.17
-0.467758,-2.32929,-1.596162,-1.70605,12.38
-0.442946,-2.049927,-2.028696,-1.872283,9.5
-0.120383,-1.147368,-1.573397,-1.151942,7.71
-0.467758,-0.953963,-0.640037,-0.874888,8.96
0.996181,-0.524173,-0.093679,-0.413131,12.87
-0.29407,-0.975452,0.361619,0.418031,12.21
-0.467758,-1.985458,-1.482338,-1.502877,7.21
-0.244445,-0.996942,-1.709987,-1.964634,8
-0.418133,-0.674599,-1.414043,0.000603,11.04
-0.418133,-0.395236,-0.89045,-1.170412,15.54
-0.467758,-0.588641,0.589268,0.750496,7.25
-0.467758,-0.803536,-0.093679,-0.764066,5.5
-0.09557,-0.610131,-0.139209,-0.062196,7.5
-0.39332,-1.770563,-1.618927,-2.038515,5.66
-0.442946,-1.835032,-2.483994,-2.35251,2.88
0.623993,-0.932473,-2.779937,-2.500272,11.34
-0.467758,-1.039921,-0.366858,0.048626,14.92
-0.467758,-1.792053,-1.02704,-0.801007,12.92
0.822493,-1.620137,-2.14252,-2.426391,7.12
1.293931,-1.684605,-2.14252,-1.244293,17.67
1.417994,-1.512689,-1.118099,0.000603,10.13
-0.467758,-0.760557,-0.822156,-0.209958,11.79
2.286433,-0.22332,-1.322984,-1.521348,8.75
0.673618,0.18498,-1.231924,0.000603,14.46
-0.244445,-0.846515,-0.298563,-0.413131,13.33
-0.418133,-0.524173,-0.298563,-0.671715,10.5
-0.467758,-1.254815,-0.275798,-0.671715,4.96
0.10293,-1.727584,-1.345748,-1.373585,6.21
-0.467758,-2.157374,-1.664457,-1.70605,5.25
-0.467758,-1.835032,-1.778282,-2.020045,3.04
-0.467758,-1.663116,-2.483994,-2.555683,9.71
-0.467758,-1.835032,-1.118099,-0.505483,14.29
-0.467758,-1.684605,-1.345748,-0.505483,16.79
-0.467758,-2.006948,-0.776626,-0.468542,14.58
-0.39332,-1.663116,-1.231924,-0.782537,9
-0.39332,-1.405242,-1.186394,-0.283839,8.58
0.028493,-2.630143,-1.801046,-1.613699,5.13
-0.442946,-2.694611,-2.825467,-2.721915,8.92
-0.343695,-2.32929,-2.848232,-2.629564,12.33
-0.467758,-2.393758,-2.18805,-1.983104,10.34
-0.39332,-1.878011,-3.280765,-2.998969,8.58
0.30143,-1.147368,-3.280765,0.000603,19.08
1.120244,-0.975452,-0.913215,-0.413131,13.54
0.20218,-0.975452,-0.457917,-0.967239,4.63
1.467619,-1.254815,-0.913215,-0.911829,5.5
0.351055,-1.362263,-0.207503,0.418031,6.13
1.690932,-0.868005,-2.09699,-2.278629,11.29
-0.19482,-0.889494,-0.116444,0.196388,9.62
-0.219633,-1.104389,-0.184739,-0.30231,6
-0.145195,-1.254815,-0.344093,0.381091,3.83
1.020994,-0.438215,-0.412388,-0.690185,16.54
-0.442946,-0.287789,-0.093679,0.473442,12.87
-0.145195,-0.588641,-0.776626,-1.521348,16.79
-0.318883,-0.24481,0.020146,-0.690185,9.96
-0.343695,-0.137362,0.13397,0.972139,13.33
0.549556,-0.115873,-0.435152,-0.837947,8.54
-0.368508,-1.039921,-0.230268,0.140977,11.29
0.177368,-0.760557,-0.89045,-0.893358,11.08
-0.39332,-0.287789,-0.822156,-0.98571,2.25
-0.442946,-1.018431,-0.89045,-1.02265,7.04
-0.418133,-1.254815,-1.732752,-1.983104,5.17
-0.467758,-1.147368,-1.801046,-0.690185,13.75
-0.219633,-1.340773,-0.161974,0.32568,10.83
-0.467758,-1.512689,-0.184739,0.418031,5.66
-0.09557,-0.63162,-0.298563,-0.025255,17.54
0.276618,-0.459704,-0.321328,0.418031,18.25
0.375868,-1.147368,-0.207503,-0.136077,13.96
1.343557,-1.06141,-0.776626,-0.671715,14.29
-0.467758,-1.942479,-1.322984,-1.410526,5.63
-0.467758,-1.4912,-1.983166,-2.167807,5.33
-0.318883,-1.641626,-2.210815,-2.574153,7.17
-0.467758,-1.405242,-1.914871,0.000603,17.54
0.326243,-1.46971,-0.867686,-0.616304,15.5
0.177368,-1.8995,-1.186394,-0.874888,17
-0.442946,-1.534179,-1.277454,-0.837947,10.83
-0.418133,-1.706095,-2.005931,-1.946164,6.5
-0.19482,-2.006948,-1.414043,-0.487012,10.13
-0.070758,-2.049927,-2.370169,-1.613699,8.75
-0.368508,-2.049927,-1.960401,-1.890753,5.91
-0.418133,-2.264821,-1.732752,-1.613699,5.41
1.814995,-2.006948,-1.618927,-1.613699,7.67
-0.269258,-1.641626,-1.345748,-0.653245,15.79
0.226993,-1.039921,-1.254689,-1.059591,13.5
0.40068,-0.373746,-0.867686,-0.32078,16.54
1.020994,-0.545662,-1.049805,-0.782537,17.04
1.219494,-0.395236,-0.799391,0.000603,21.96
0.375868,-1.039921,0.04291,0.307209,16.88
-0.442946,-0.953963,-0.913215,-0.468542,15.29
-0.021133,-1.233326,-1.095335,-1.133472,15.29
-0.467758,-1.297794,-1.231924,-0.782537,10.88
-0.467758,-1.297794,-1.550633,-1.650639,4.33
-0.145195,-1.598647,-2.23358,-2.426391,7.67
-0.467758,-1.555668,-0.913215,-0.782537,6.42
-0.244445,-0.610131,-1.778282,-2.223218,14.62
-0.418133,-1.620137,-0.685566,-0.450072,10.63
0.499931,-1.534179,-1.914871,-1.779931,10.25
-0.467758,-1.684605,-1.527868,-0.727126,13.62
-0.467758,-2.049927,-1.892106,-1.798402,8.83
-0.467758,-1.362263,-1.641692,-1.946164,8.5
-0.467758,-1.835032,-1.869341,-1.761461,10.29
-0.145195,-1.405242,-1.231924,-0.782537,11.21
-0.244445,-1.448221,-1.140864,-0.98571,7.25
1.368369,-1.534179,-1.687222,-1.613699,10.08
0.971369,-1.254815,-1.231924,-0.523953,16.88
0.10293,-1.663116,-1.118099,-0.542423,14.37
-0.467758,-1.577158,-0.913215,-0.505483,16.75
-0.467758,-1.06141,-0.98151,-1.151942,7.29
-0.467758,-0.674599,-0.776626,-0.690185,8.33
-0.343695,-0.395236,-0.389623,-0.30231,14.92
-0.442946,0.142001,-0.321328,0.000603,22.04
-0.368508,-1.039921,-1.004275,-0.413131,19.7
-0.39332,-0.610131,-1.118099,-0.967239,12.25
-0.467758,0.270938,-0.230268,0.000603,15.29
1.219494,-0.868005,0.22503,0.34415,7.38
-0.39332,-0.610131,-1.687222,-1.816872,5.25
-0.145195,-0.975452,-0.457917,-0.764066,11.34
-0.467758,-1.405242,-0.822156,-0.837947,8.17
-0.418133,-0.760557,-2.14252,-2.167807,4.25
-0.418133,-0.760557,-1.550633,-0.98571,11.58
-0.467758,-1.254815,-1.664457,-1.742991,11.92
-0.467758,-0.266299,-0.731096,-0.616304,13.46
-0.145195,-0.330767,-0.230268,-0.246899,16.38
0.028493,-0.567152,-0.207503,-0.117607,19
-0.418133,-0.975452,-0.731096,-0.616304,15.16
-0.418133,-1.405242,-1.914871,-1.798402,13.08
-0.467758,-0.782047,-1.596162,-1.798402,10.83
-0.467758,-0.567152,-0.913215,-1.059591,12.04
-0.343695,-0.22332,-0.753861,-0.911829,11.34
0.152555,-0.502683,-0.435152,-0.727126,14.25
-0.467758,-0.975452,-0.753861,-0.616304,14.42
-0.343695,-1.039921,-1.573397,-1.853813,8
-0.343695,-1.104389,-1.436808,-1.558288,7.46
-0.467758,-0.953963,-1.368513,-1.336645,8.92
1.666119,-1.06141,-1.140864,-0.764066,6.25
2.435308,-1.383752,-0.958745,-0.228428,3.96
3.402996,-1.620137,-0.685566,-0.209958,14.58
-0.467758,-0.63162,-1.505103,-1.318175,4.96
0.524743,0.099022,-0.548977,-0.542423,5.66
0.772868,0.657749,0.316089,1.04602,9.71
-0.442946,0.356896,1.135626,1.360015,13.17
0.028493,0.829665,1.090096,0.898258,11.75
0.276618,0.142001,0.08844,0.159447,11
-0.19482,-0.416725,-1.004275,-0.837947,11.08
0.152555,-0.416725,-0.98151,-0.690185,15.41
1.417994,0.099022,-0.548977,0.000603,14.58
0.326243,0.249449,0.361619,0.99061,19.55
-0.467758,-0.201831,0.475444,0.898258,16.21
3.427809,-0.180341,-1.254689,-1.318175,6.92
-0.442946,-0.610131,-0.321328,0.510382,19.41
-0.467758,-0.545662,-1.004275,-1.151942,12.12
-0.343695,-0.674599,-1.459573,-1.595229,7.33
-0.070758,-0.481194,-0.799391,-0.801007,13.83
-0.19482,-0.029915,-0.776626,-0.856418,9.04
-0.467758,0.636259,0.020146,0.861318,8.29
-0.467758,1.001581,0.885212,0.732026,12.75
-0.467758,1.388392,0.907977,1.415426,16.66
-0.467758,0.679238,0.839682,0.547323,9.71
-0.467758,0.442854,0.816917,-0.043726,9.25
-0.467758,0.528812,0.771387,0.972139,6.79
1.542057,-0.24481,0.589268,0.602734,3.37
-0.318883,0.18498,0.384384,0.381091,5.91
-0.467758,0.894133,0.703093,0.639674,7.92
-0.467758,-0.416725,0.407149,0.898258,12.5
-0.29407,-0.115873,0.634798,1.119902,10.21
-0.467758,0.099022,0.589268,1.119902,5.75
-0.467758,0.894133,0.452679,-0.043726,7.25
-0.467758,0.894133,-0.230268,-0.690185,2.54
-0.467758,0.786686,-0.116444,-0.671715,3.25
-0.467758,0.657749,0.452679,-0.025255,3.83
-0.467758,0.442854,0.384384,-0.228428,7.17
